<<<<<<< HEAD
date,open,high,low,close,price_change_pct,volume,turnover,year,eps_x,pe-ratio_x,roe_x,dividend_x,eps_y,pe-ratio_y,roe_y,dividend_y,net-margin,pb-ratio,debt-equity
2023-06-18,372.0,382.0,372.0,378.0,1.59,26078,9856258.7,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-19,380.1,391.0,378.0,388.9,2.88,82865,32055810.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-20,396.5,402.0,371.0,380.1,-2.26,92215,36080808.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-21,386.0,390.0,372.6,377.0,-0.82,39317,14891687.5,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-22,384.4,384.4,370.0,371.2,-1.54,32856,12303056.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-25,375.0,394.0,370.0,388.0,4.53,56040,21647533.5,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-26,395.5,400.0,387.0,387.0,-0.26,53966,21148902.3,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-27,390.0,397.8,390.0,395.0,2.07,82758,32481826.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-06-28,395.0,399.8,384.0,385.0,-2.53,51951,20157295.5,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-02,381.0,387.5,375.0,375.0,-2.6,39347,14987421.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-03,370.0,381.0,369.0,372.7,-0.61,33798,12696200.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-04,373.0,375.0,370.0,374.0,0.35,24161,9001790.5,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-05,381.4,381.4,368.0,369.0,-1.34,19654,7305948.7,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-06,366.0,375.0,362.0,370.0,0.27,24157,8904733.8,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-09,375.0,377.4,370.0,372.0,0.54,36267,13518480.6,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-10,379.4,380.0,375.3,375.4,0.91,49823,18788363.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-11,376.3,392.2,375.0,386.1,2.85,65612,25309262.1,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-12,392.5,393.0,387.0,388.6,0.65,36658,14330996.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-13,395.0,395.0,384.0,384.3,-1.11,33617,13061775.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-16,380.1,405.0,377.0,405.0,5.39,37087,14219488.5,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-17,407.0,407.0,391.0,406.8,0.44,68270,27341516.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-18,409.0,413.9,401.0,401.0,-1.43,56335,22856177.1,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-19,400.1,404.0,397.0,402.0,0.25,48244,19324810.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-20,402.0,405.0,399.2,399.2,-0.7,35294,14180325.7,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-23,405.0,417.0,401.0,416.0,4.21,86764,35578818.3,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-24,419.0,419.0,400.0,400.1,-3.82,81214,33016920.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-25,400.0,402.0,391.0,392.7,-1.85,43713,17250683.4,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-26,395.0,400.0,384.0,390.0,-0.69,84977,33177630.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-27,390.4,396.9,387.0,387.9,-0.54,28431,11111947.8,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-30,393.0,401.8,381.3,385.0,-0.75,37949,14642203.7,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-07-31,385.0,390.0,383.0,384.3,-0.18,37175,14360638.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-01,389.0,389.9,376.0,379.9,-1.14,20825,7944258.6,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-02,379.0,381.9,377.0,381.0,0.29,22704,8610833.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-03,388.6,393.0,381.0,384.0,0.79,33142,12751191.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-06,391.6,393.0,380.2,382.0,-0.52,33225,12769795.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-07,378.1,388.9,378.0,384.4,0.63,19715,7585577.6,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-08,385.0,388.6,376.8,379.9,-1.17,22404,8531308.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-09,378.0,385.0,376.0,385.0,1.34,26863,10205841.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-10,386.1,390.9,385.0,385.0,0.0,18364,7108138.7,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-13,390.0,390.0,385.0,389.5,1.17,25373,9846668.1,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-14,390.0,393.0,388.0,388.1,-0.36,20156,7859589.3,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-15,386.0,389.0,380.0,381.0,-1.83,39218,15047230.6,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-16,378.0,380.9,376.5,380.0,-0.26,25356,9588105.0,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-17,386.0,386.0,377.0,380.0,0.0,28736,10930591.7,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-20,380.0,381.5,375.2,376.0,-1.05,21026,7937566.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-21,376.0,380.0,375.0,377.0,0.27,19330,7297659.5,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-22,382.0,382.0,376.0,379.9,0.77,18505,7006783.3,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-23,380.0,386.0,380.0,385.9,1.58,23622,9085896.7,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-24,381.0,387.9,375.1,376.0,-2.57,30950,11822820.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-27,379.0,379.0,375.0,376.5,0.13,14863,5583100.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-28,375.0,385.0,373.0,383.0,1.73,21682,8228927.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-29,382.9,383.0,377.5,379.0,-1.04,8594,3258584.6,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-08-30,384.0,384.0,375.2,375.6,-0.9,20127,7611845.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-09-03,373.0,376.0,370.0,371.0,-1.22,18626,6929432.4,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-09-04,375.0,377.5,369.6,372.5,0.4,15269,5704398.2,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-09-05,372.5,375.0,371.2,371.6,-0.24,7640,2844765.4,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-09-07,370.0,371.0,367.0,369.0,-0.7,17344,6396624.9,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
2023-09-10,371.0,374.0,368.0,371.0,0.54,9522,3528236.4,2023,16.04,23.07,10.8,10.0,17.02,22.3,10.85,10.0,19.45,2.05,9.8
